curso,no_ies,est,mun,val
SERVI? SOCIAL,FACULDADE UNINASSAU FORTALEZA,PE,Recife,518.88
ENGENHARIA CIVIL,FACULDADE DO MARANH?,MA,S? Lu?,517.46
SERVI? SOCIAL,CENTRO UNIVERSIT?RIO DE PATOS,PB,Patos,517.22
EST?ICA E COSM?ICA,FACULDADE DELTA,BA,Salvador,516.9
JORNALISMO,CENTRO UNIVERSI?RIO UNIFTC SALVADOR,BA,Salvador,516.01
DESIGN DE INTERIORES,FACULDADE UNIME DE CI?CIAS EXATAS E TECNOL?ICAS,BA,Lauro de Freitas,516
ENGENHARIA DE PRODU?O,FACULDADE DE CI?CIAS E EMPREENDEDORISMO,BA,Santo Ant?io de Jesus,515.91
SISTEMAS DE INFORMA?O,CENTRO UNIVERSIT?RIO DOM PEDRO II,BA,Salvador,515.04
PEDAGOGIA,FACULDADE ADVENTISTA DA BAHIA,PE,Jaboat? dos Guararapes,514.9
CI?CIAS CONT?BEIS,FACULDADE DE CI?CIAS DE TIMBA?A,PE,Timba?ba,514.49
ADMINISTRA?O,Faculdade de Ci?cias de Timba?ba,PE,Timba?ba,514.49
SERVI? SOCIAL,FACULDADE DE CI?CIAS APLICADAS E SOCIAIS DE PETROLINA,PE,Petrolina,514.04
SISTEMA DE INFORMA?O,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU DE MACEI?,PE,Recife,512.27
SEGURAN? NO TRABALHO,FACULDADE UNINASSAU PETROLINA,PE,Recife,511.94
ENGENHARIA CIVIL,FACULDADE S? SALVADOR,BA,Salvador,511.83
PUBLICIDADE E PROPAGANDA,FACULDADE AN?IO TEIXEIRA DE FEIRA DE SANTANA,BA,Feira de Santana,510.14
ADMINISTRA?O,FACULDADE DE CI?CIAS JUR?ICAS E SOCIAIS DE MACEI?,AL,Macei?,509.85
LOG?TICA,CENTRO UNIVERSIT?RIO ATENEU,CE,Fortaleza,509.62
ADMINISTRA?O,FACULDADE DOIS DE JULHO,BA,Salvador,509.06
AN?LISE E DESENVOLVIMENTO DE SISTEMAS,FACULDADE DE CI?CIAS E EMPREENDEDORISMO,BA,Santo Ant?io de Jesus,508.92
EST?ICA E COSM?ICA,CENTRO UNIVERSIT?RIO BRASILEIRO,PE,Recife,507.88
TEOLOGIA,FACULDADE BATISTA BRASILEIRA,BA,Salvador,506.2
ADMINISTRA?O,UNIVERSIDADE POTIGUAR,RN,Natal,506.19
ADMINISTRA?O,FACULDADE ZACARIAS DE G?S,BA,Valen?,505.82
EST?ICA E COSM?ICA,Centro Universit?io Tiradentes de Pernambuco,PE,Recife,505.71
DIREITO,INSTITUTO DE ENSINO SUPERIOR DE ALAGOAS,AL,Macei?,505.4
SERVI? SOCIAL,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU,PE,Recife,504.84
CI?CIAS CONT?BEIS,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO,MA,Pa? do Lumiar,504.5
MEDICINA VETERIN?RIA,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU DE MACEI?,PE,Recife,504.38
EDUCA?O F?ICA,INSTITUTO DE ENSINO SUPERIOR M?TIPLO,MA,Timon,503.57
ENGENHARIA DE PRODU?O,FACULDADE DA ESCADA,PE,Escada,502.77
DIREITO,FACULDADE DE TECNOLOGIA E CI?CIAS DA BAHIA,BA,Alagoinhas,502.47
ADMINISTRA?O,FACULDADE EVOLU?O ALTO OESTE POTIGUAR,RN,Pau dos Ferros,501.6
SERVI? SOCIAL,FACULDADE UNINASSAU CARUARU,PE,Recife,501.49
CI?CIAS CONT?BEIS,FACULDADE DE INTEGRA?O DO SERT?,PE,Serra Talhada,501.42
ENGENHARIA CIVIL,Faculdade Pit?oras da Para?a,PB,Jo? Pessoa,500.12
PEDAGOGIA,FACULDADE VALE DO A?,MA,A?il?dia,499.84
REDES DE COMPUTADORES,CENTRO UNIVERSIT?RIO ATENEU,CE,Fortaleza,498.62
SISTEMA DE INFORMA?O,Centro Universit?io Fametro,CE,Fortaleza,497.71
SERVI? SOCIAL,FACULDADE ADELMAR ROSADO,PI,Teresina,497.27
ADMINISTRA?O,Faculdade UNIRB - ARACAJU,SE,Aracaju,496.69
CI?CIAS CONT?BEIS,Centro Universit?io Joaquim Nabuco de Paulista,PE,Recife,496.65
JORNALISMO,FACULDADE EST?CIO DE TERESINA,PI,Teresina,496.41
MEDICINA VETERIN?RIA,CENTRO UNIVERSIT?RIO DE JO? PESSOA,PB,Jo? Pessoa,495.71
COMUNICA?O SOCIAL - JORNALISMO,FACULDADE DOIS DE JULHO,BA,Salvador,494.48
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO RITTER DOS REIS,PE,Jaboat? dos Guararapes,492.67
AN?LISE E DESENVOLVIMENTO DE SISTEMAS,FACULDADE DE FILOSOFIA CI?CIAS E LETRAS DE CARUARU,PE,Caruaru,492.58
RADIOLOGIA,Centro Universit?io Tiradentes de Pernambuco,PE,Recife,492.05
EST?ICA E COSM?ICA,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU,PE,Recife,491.92
EDUCA?O F?ICA,CENTRO UNIVERSIT?RIO UNINOVAFAPI,PI,Teresina,491.07
ADMINISTRA?O,FACULDADE DOM LUIS DE ORLEANS E BRAGAN?,BA,Ribeira do Pombal,490.96
CI?CIAS CONT?BEIS,FACULDADE DA SEUNE,AL,Macei?,490.69
ADMINISTRA?O DE EMPRESAS,FACULDADE DE CI?CIAS APLICADAS E SOCIAIS DE PETROLINA,PE,Petrolina,489.83
CI?CIAS CONT?BEIS,INSTITUTO DE ENSINO SUPERIOR M?TIPLO,MA,Timon,489.73
LETRAS - PORTUGU? E INGL?,FACULDADE DE FILOSOFIA CI?CIAS E LETRAS DE CARUARU,PE,Caruaru,489.3
EDUCA?O F?ICA,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,488.73
GASTRONOMIA,Faculdade UNIRB - ARACAJU,SE,Aracaju,488.59
CI?CIAS CONT?BEIS,FACULDADE DE ADMINISTRA?O E NEG?IOS DE SERGIPE,SE,Aracaju,486
PEDAGOGIA,Faculdade de Tecnologia e Ci?cias,BA,Salvador,484.97
SERVI? SOCIAL,FACULDADE REGIONAL DE ALAGOINHAS,BA,Salvador,484.71
SERVI? SOCIAL,FACULDADE PRINCESA DO OESTE,CE,Crate?s,484.16
ADMINISTRA?O,CENTRO UNIVERSIT?RIO BRASILEIRO,PE,Recife,482.84
ADMINISTRA?O,Faculdade Dom Pedro II de Sergipe,BA,Salvador,482.57
CI?CIAS CONT?BEIS,Faculdade Dom Pedro II de Sergipe,BA,Salvador,482.57
PEDAGOGIA,Centro Universit?io Maur?io de Nassau de Salvador,BA,Salvador,482.01
EDUCA?O F?ICA,INSTITUTO DE ENSINO SUPERIOR DE TERESINA,PI,Teresina,481.67
EDUCA?O F?ICA,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO,MA,Pa? do Lumiar,481.51
ADMINISTRA?O,Faculdade Pit?oras Bacabal Mearim,MA,Bacabal,481.14
LETRAS - PORTUGU? E INGL?,CENTRO UNIVERSIT?RIO JORGE AMADO,BA,Salvador,480.54
ENGENHARIA DE COMPUTA?O,FACULDADE UNINASSAU VIT?IA DA CONQUISTA,BA,Vit?ia da Conquista,480.47
JORNALISMO,FACULDADE CEARENSE,CE,Fortaleza,480.08
ADMINISTRA?O,FACULDADE DA SEUNE,AL,Macei?,479.95
CI?CIAS DA COMPUTA?O,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU DE MACEI?,PE,Recife,479.03
ADMINISTRA?O,FACULDADE DE INTEGRA?O DO SERT?,PE,Serra Talhada,478.24
ADMINISTRA?O,FACULDADE S? FRANCISCO DO CEAR?,PB,Cajazeiras,477.07
ENGENHARIA DE PRODU?O,Faculdade UNIRB - ARACAJU,SE,Aracaju,475.88
LETRAS - L?GUA PORTUGUESA,UNIVERSIDADE CAT?ICA DO SALVADOR,BA,Salvador,472.62
CI?CIAS CONT?BEIS,Centro Universit?io da Amaz?ia,PB,Campina Grande,472.53
ADMINISTRA?O,FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA,BA,Eun?olis,472.14
SERVI? SOCIAL,FACULDADE UNINASSAU PARNA?A,PI,Parna?a,471.85
CI?CIAS CONT?BEIS,INSTITUTO DE EDUCA?O SUPERIOR RAIMUNDO S?,PI,Picos,471.73
COMUNICA?O SOCIAL - JORNALISMO,CENTRO UNIVERSIT?RIO UBIRB,BA,Salvador,470.66
ADMINISTRA?O,CENTRO UNIVERSIT?RIO S? MIGUEL,PE,Recife,470.22
NUTRI?O,FACULDADE PARA?O DO CEAR?,CE,Juazeiro do Norte,469.71
BIOMEDICINA,UNIVERSIDADE SALVADOR,BA,Salvador,467.95
FISIOTERAPIA,ESCOLA SUPERIOR DE SA?E DE ARCOVERDE,PE,Arcoverde,467.62
PEDAGOGIA,Faculdade Dom Pedro II de Sergipe,BA,Salvador,467.18
SERVI? SOCIAL,FACULDADE UNINASSAU NATAL,RN,Natal,465.03
GEST? DA TECNOLOGIA DA INFORMA?O,FACULDADE ADVENTISTA DA BAHIA,PE,Jaboat? dos Guararapes,464.64
FARM?CIA,Faculdade UNIRB - ARACAJU,SE,Aracaju,464.21
ADMINISTRA?O,FACULDADE S? FRANCISCO DA PARA?A,PB,Cajazeiras,464.18
EST?ICA E COSM?ICA,FACULDADE DE TECNOLOGIA DA PARA?A,PB,Jo? Pessoa,463.61
GASTRONOMIA,Centro Universit?io Fanor Wyden,CE,Fortaleza,462.15
PUBLICIDADE E PROPAGANDA,CENTRO UNIVERSI?RIO UNIFTC,BA,Salvador,462.15
GEST? DE RECURSOS HUMANOS,FACULDADE SANTA TEREZINHA,MA,S? Lu?,461.7
ADMINISTRA?O,Faculdade Vidal de Limoeiro,CE,Limoeiro do Norte,461.29
CI?CIAS CONT?BEIS,Centro Universit?io Joaquim Nabuco de Recife,PE,Recife,458.44
ADMINISTRA?O,FACULDADE DE CI?CIAS HUMANAS DE OLINDA,PE,Olinda,458.41
EDUCA?O F?ICA,CENTRO UNIVERSIT?RIO FACISA,PB,Campina Grande,458.38
ADMINISTRA?O,INSTITUTO DE ENSINO SUPERIOR M?TIPLO,MA,Timon,457.96
JOGOS DIGITAIS,UNIVERSIDADE TIRADENTES,SE,Aracaju,457.85
CI?CIAS CONT?BEIS,FACULDADE DOM LUIS DE ORLEANS E BRAGAN?,BA,Ribeira do Pombal,457.67
SISTEMAS DE INFORMA?O,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,457.49
ADMINISTRA?O,Faculdade Dom Pedro II de Jequi?,BA,Salvador,457.23
DESIGN DE INTERIORES,FACULDADE DE TECNOLOGIA DA PARA?A,PB,Jo? Pessoa,455.8
PEDAGOGIA,FACULDADE AMADEUS,SE,Aracaju,455.1
SERVI? SOCIAL,FACULDADE UNINASSAU JO? PESSOA,PB,Jo? Pessoa,455.03
COM?CIO EXTERIOR,FACULDADE DE CI?CIAS APLICADAS E SOCIAIS DE PETROLINA,PE,Petrolina,454.58
ADMINISTRA?O,FACULDADE UNINASSAU LAURO DE FREITAS,BA,Lauro de Freitas,454.27
ADMINISTRA?O,Centro Universit?io Favip Wyden,PE,Caruaru,453.45
PEDAGOGIA,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,452.55
PEDAGOGIA,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO,MA,Pa? do Lumiar,452.47
PEDAGOGIA,FACULDADE DE SANTA CRUZ DA BAHIA,BA,Itaberaba,451.15
ENFERMAGEM,FACULDADE DE TECNOLOGIA E CI?CIAS DA BAHIA,BA,Alagoinhas,450.72
ARQUITETURA E URBANISMO,CENTRO UNIVERSIT?RIO UNICENTRO AGES,BA,Paripiranga,449.61
BIOLOGIA,CENTRO UNIVERSIT?RIO DOM PEDRO II,BA,Salvador,447.44
CI?CIAS CONT?BEIS,FACULDADE DE CI?CIAS APLICADAS E SOCIAIS DE PETROLINA,PE,Petrolina,447.36
LETRAS - PORTUGU? E INGL?,Faculdade Dom Pedro II de Sergipe,BA,Salvador,447.18
PEDAGOGIA,FACULDADE CEARENSE,CE,Fortaleza,446.91
ADMINISTRA?O,FACULDADE DE ADMINISTRA?O E NEG?IOS,AL,Macei?,446.69
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO TABOSA DE ALMEIDA,PE,Caruaru,445.45
PEDAGOGIA,FACULDADE UNINASSAU NATAL,RN,Natal,445.38
SERVI? SOCIAL,FACULDADE UNINASSAU PARNAMIRIM,RN,Natal,445.33
AN?LISE E DESENVOLVIMENTO DE SISTEMAS,Centro Universit?io Fametro,CE,Fortaleza,445.01
GASTRONOMIA,Centro Universit?io FACEX,RN,Natal,444.42
PEDAGOGIA,FACULDADE UNINASSAU CARUARU,PE,Recife,443.56
GEST? DE RECURSOS HUMANOS,FACULDADE DO VALE DO JAGUARIBE,CE,Aracati,442.83
ADMINISTRA?O,Centro Universit?io Fanor Wyden,CE,Fortaleza,442.43
FARM?CIA,Centro Universit?io Ruy Barbosa Wyden,BA,Salvador,440.93
EST?ICA E COSM?ICA,"FACULDADE DE TECNOLOGIA, EDUCA?O SUPERIOR E PROFISSIONAL",PI,Teresina,440.82
DESIGN DE INTERIORES,CENTRO UNIVERSIT?RIO JORGE AMADO,BA,Salvador,438.53
MARKETING,CENTRO UNIVERSIT?RIO ATENEU,CE,Fortaleza,437.01
PEDAGOGIA,FACULDADE UNINASSAU PARNA?A,PI,Parna?a,435.99
SISTEMA DE INFORMA?O,FACULDADE UNINASSAU PARNA?A,PI,Parna?a,435.91
PSICOLOGIA,FACUDADE IEDUCARE - FIED,CE,Tiangu?,435.47
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO DOM PEDRO II,BA,Salvador,434.99
ADMINISTRA?O,FACULDADE RAIMUNDO MARINHO,AL,Penedo,434.52
ENGENHARIA DE PRODU?O QU?ICA,CENTRO UNIVERSI?RIO UNIFTC SALVADOR,BA,Salvador,431.23
LETRAS,FACULDADE SETE DE SETEMBRO,BA,Paulo Afonso,431.17
ADMINISTRA?O,CENTRO UNIVERSIT?RIO TABOSA DE ALMEIDA,PE,Caruaru,430.39
HIST?IA,UNIVERSIDADE TIRADENTES,SE,Aracaju,429.24
BIOMEDICINA,CENTRO UNIVERSIT?RIO S? MIGUEL,PE,Recife,429.18
CONSTRU?O DE EDIF?IOS,FACULDADE S? FRANCISCO DA PARA?A,PB,Cajazeiras,427.98
CI?CIAS CONT?BEIS,FACULDADE BATISTA BRASILEIRA,BA,Salvador,426.96
ADMINISTRA?O,FACULDADE MARANHENSE S? JOS?DOS COCAIS,MA,Timon,426.46
ENGENHARIA MEC?ICA,Faculdade Pit?oras da Para?a,PB,Jo? Pessoa,425.6
CI?CIAS BIOL?ICAS,Centro Universit?io FACEX,RN,Natal,423.61
CI?CIAS CONT?BEIS,FACULDADE TERRA NORDESTE,CE,Fortaleza,422.7
PROCESSOS GERENCIAIS,FACULDADE NOVA ROMA,PE,Recife,422.54
ADMINISTRA?O,FACULDADE TERRA NORDESTE,CE,Fortaleza,422.52
PEDAGOGIA,Centro Universit?io Joaquim Nabuco de Paulista,PE,Recife,421.37
CI?CIAS CONT?BEIS,FACULDADE MARANHENSE S? JOS?DOS COCAIS,MA,Timon,420.78
ENGENHARIA CIVIL,CENTRO UNIVERSIT?RIO BRASILEIRO,PE,Recife,420.6
LOG?TICA,FACULDADE SANTA TEREZINHA,MA,S? Lu?,420.14
SERVI? SOCIAL,FACULDADE ZACARIAS DE G?S,BA,Valen?,419.98
ADMINISTRA?O,CENTRO UNIVERSIT?RIO FACOL,PE,Vit?ia de Santo Ant?,419.69
AN?LISE E DESENVOLVIMENTO DE SISTEMAS,FACULDADE DE ADMINISTRA?O E NEG?IOS,AL,Macei?,419.53
ENGENHARIA DE COMPUTA?O,FACULDADE DE TECNOLOGIA IBRATEC,PE,Recife,418.6
PEDAGOGIA,FACULDADE DOM LUIS DE ORLEANS E BRAGAN?,BA,Ribeira do Pombal,417.54
PEDAGOGIA,FACULDADE DE CI?CIAS E EMPREENDEDORISMO,BA,Santo Ant?io de Jesus,417.28
PEDAGOGIA,FACULDADE DE TECNOLOGIA DE VALEN?,BA,Valen?,416.66
GEST? DA TECNOLOGIA DA INFORMA?O,FACULDADE DE ADMINISTRA?O E NEG?IOS DE SERGIPE,SE,Aracaju,416.66
HIST?IA,CENTRO UNIVERSIT?RIO TABOSA DE ALMEIDA,PE,Caruaru,416.01
PEDAGOGIA,Centro Universit?io de Ci?cias e Tecnologia do Maranh?,MA,Caxias,416
ENGENHARIA DE PRODU?O,FACULDADE DO MARANH?,MA,S? Lu?,415.02
EDUCA?O F?ICA,FACULDADE UNINASSAU PARNA?A,PI,Parna?a,413.91
SERVI? SOCIAL,FACULDADE DE SANTA CRUZ DA BAHIA,BA,Itaberaba,413.39
PEDAGOGIA,CENTRO UNIVERSIT?RIO INTA,CE,Sobral,411.93
PEDAGOGIA,INSTITUTO DE ENSINO SUPERIOR M?TIPLO,MA,Timon,411.45
LETRAS - ESPANHOL,FACULDADE DE FILOSOFIA CI?CIAS E LETRAS DE CARUARU,PE,Caruaru,411.25
GEST? DA TECNOLOGIA DA INFORMA?O,Centro Universit?io Ruy Barbosa Wyden,BA,Salvador,407.07
CI?CIAS CONT?BEIS,FACULDADES INTEGRADAS DA VIT?IA DE SANTO ANT?,PE,Vit?ia de Santo Ant?,405.87
FILOSOFIA,"FACULDADE DE FILOSOFIA, CI?CIAS E LETRAS DE CAJAZEIRAS",PB,Cajazeiras,404.94
GEST? AMBIENTAL,Faculdade Pit?oras de Fortaleza,CE,Fortaleza,404.01
PEDAGOGIA,Centro Universit?io Maur?io de Nassau de Campina Grande,PB,Campina Grande,404.01
ADMINISTRA?O,FASS - FACULDADE SOCIAL SUL AMERICANA,BA,Lauro de Freitas,403.57
SERVI? SOCIAL,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,402.86
LOG?TICA,FACULDADE DE ADMINISTRA?O E NEG?IOS DE SERGIPE,SE,Aracaju,400
SERVI? SOCIAL,Faculdade do Maci? do Baturit?,CE,Maracana?,395.36
CI?CIAS CONT?BEIS,FACULDADE REGIONAL DE RIACH? DO JACU?E,BA,Riach? do Jacu?e,395.15
PROCESSOS GERENCIAIS,CENTRO UNIVERSIT?RIO ATENEU,CE,Fortaleza,394.17
CI?CIAS CONT?BEIS,FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA,BA,Eun?olis,394.09
PEDAGOGIA,Centro Universit?io FACEX,RN,Natal,392.8
PEDAGOGIA,Faculdade UNIRB - ARACAJU,SE,Aracaju,391.46
PEDAGOGIA,FACULDADE DO VALE DO JAGUARIBE,CE,Aracati,390.5
LETRAS,FACULDADE DO VALE DO JAGUARIBE,CE,Aracati,390.5
ECONOMIA,FACULDADE DE CI?CIAS APLICADAS E SOCIAIS DE PETROLINA,PE,Petrolina,389.81
HIST?IA,FACULDADE UNINASSAU TERESINA,PI,Teresina,389.02
GEST? DA TECNOLOGIA DA INFORMA?O,UNIVERSIDADE POTIGUAR,RN,Natal,388.23
SERVI? SOCIAL,"Faculdade Brasileira de Ensino, Pesquisa e Extens?",PB,Jo? Pessoa,388.22
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO FACOL,PE,Vit?ia de Santo Ant?,387.13
LETRAS,FACULDADE DO BAIXO PARNA?A,MA,Chapadinha,386.57
PEDAGOGIA,FACULDADE DO BAIXO PARNA?A,MA,Chapadinha,386.57
GEST? DE RECURSOS HUMANOS,Centro Universit?io Fametro,CE,Fortaleza,385.74
CI?CIAS CONT?BEIS,Faculdade Uninassau Olinda - Nassau Olinda,PE,Recife,385.05
SERVI? SOCIAL,Faculdade do Complexo Educacional Santo Andr?,RN,A?,384.62
EDUCA?O F?ICA,FACULDADE DE ENSINO E CULTURA DO CEAR?,CE,Fortaleza,384.59
GEOGRAFIA,UNIVERSIDADE DA AMAZ?IA,PB,Campina Grande,384.46
SISTEMAS PARA INTERNET,FACULDADE DE ADMINISTRA?O E NEG?IOS DE SERGIPE,SE,Aracaju,382.99
GEST? DE RECURSOS HUMANOS,CENTRO UNIVERSIT?RIO ATENEU,CE,Fortaleza,381.9
ADMINISTRA?O,Faculdade do Complexo Educacional Santo Andr?,RN,A?,381.1
SERVI? SOCIAL,FACULDADE INTERNACIONAL DO DELTA,PI,Parna?a,381.05
CI?CIAS CONT?BEIS,UNIVERSIDADE CAT?ICA DO SALVADOR,BA,Salvador,380.43
GEST? DA TECNOLOGIA DA INFORMA?O,Centro Universit?io FG,BA,Guanambi,380.25
CI?CIAS CONT?BEIS,Faculdade do Complexo Educacional Santo Andr?,RN,A?,380.02
MARKETING,CENTRO UNIVERSIT?RIO BRASILEIRO,PE,Recife,379.94
PEDAGOGIA,FACULDADE DE EDUCA?O SANTA TEREZINHA,MA,Imperatriz,377.48
GEST? DA TECNOLOGIA DA INFORMA?O,FACULDADE DE CI?CIAS APLICADAS E SOCIAIS DE PETROLINA,PE,Petrolina,376.53
PEDAGOGIA,FACULDADE ZACARIAS DE G?S,BA,Valen?,376.25
BIOMEDICINA,FACULDADES INTEGRADAS DA VIT?IA DE SANTO ANT?,PE,Vit?ia de Santo Ant?,374.96
ADMINISTRA?O,FACULDADE S? LU? DE FRAN?,SE,Aracaju,372.34
EST?ICA E COSM?ICA,FACULDADE UNINASSAU PARNA?A,PI,Parna?a,371.95
LETRAS,FACULDADE DE CI?CIAS HUMANAS DE OLINDA,PE,Olinda,371.35
SERVI? SOCIAL,FACULDADE CEARENSE,CE,Fortaleza,371.35
PEDAGOGIA,FACULDADE UNINASSAU VIT?IA DA CONQUISTA,BA,Vit?ia da Conquista,370.95
SERVI? SOCIAL,FACULDADE CAT?ICA SANTA TERESINHA,RN,Caic?,370.03
HIST?IA,UNIVERSIDADE CAT?ICA DO SALVADOR,BA,Salvador,369.97
PEDAGOGIA,FACULDADE UNINASSAU JO? PESSOA,PB,Jo? Pessoa,369.6
CI?CIAS CONT?BEIS,FACULDADE CASTRO ALVES,BA,Salvador,369.4
PEDAGOGIA,FACULDADE RAIMUNDO MARINHO,AL,Penedo,366.66
CI?CIAS CONT?BEIS,FACULDADE CAT?ICA SANTA TERESINHA,RN,Caic?,366.4
LETRAS - INGL?,FOCCA - FACULDADE DE OLINDA,PE,Olinda,366.29
ADMINISTRA?O,FACULDADE CAT?ICA SANTA TERESINHA,RN,Caic?,365.71
PEDAGOGIA,FACULDADE S? LU? DE FRAN?,SE,Aracaju,365
PEDAGOGIA,FACULDADE UNINASSAU LAURO DE FREITAS,BA,Lauro de Freitas,364.37
LOG?TICA,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO,MA,Pa? do Lumiar,359.06
PEDAGOGIA,CENTRO UNIVERSIT?RIO TABOSA DE ALMEIDA,PE,Caruaru,358.05
REDES DE COMPUTADORES,CENTRO UNIVERSIT?RIO JORGE AMADO,BA,Salvador,357.83
GEST? DE RECURSOS HUMANOS,CENTRO UNIVERSIT?RIO JORGE AMADO,BA,Salvador,356.2
MATEM?TICA,UNIVERSIDADE TIRADENTES,SE,Aracaju,352.89
PEDAGOGIA,FACULDADE UNINASSAU ARACAJU,SE,Aracaju,350.01
PEDAGOGIA,FACULDADE UNINASSAU TERESINA,PI,Teresina,349.81
DESIGN DE MODA,CENTRO UNIVERSIT?RIO UNINOVAFAPI,PI,Teresina,349.17
DIREITO,FACULDADE UNINASSAU PETROLINA,PE,Recife,349.1
SISTEMAS PARA INTERNET,Faculdade Pit?oras Bacabal Mearim,MA,Bacabal,347.86
SISTEMAS DE INFORMA?O,CENTRO UNIVERSIT?RIO FACOL,PE,Vit?ia de Santo Ant?,347.35
GASTRONOMIA,CENTRO UNIVERSIT?RIO BRASILEIRO,PE,Recife,346.06
GEST? DE RECURSOS HUMANOS,FACULDADE S? FRANCISCO DE JUAZEIRO,BA,Juazeiro,342.99
SERVI? SOCIAL,CENTRO UNIVERSIT?RIO BRASILEIRO,PE,Recife,341.65
MATEM?TICA,Faculdade Dom Pedro II de Sergipe,BA,Salvador,338.58
SISTEMAS DE INFORMA?O,FACULDADE LOUREN? FILHO,CE,Fortaleza,338.2
CI?CIAS CONT?BEIS,FACULDADE DO MARANH?,MA,S? Lu?,337.66
GEST? DE RECURSOS HUMANOS,INSTITUTO DE ENSINO SUPERIOR FRANCISCANO,MA,Pa? do Lumiar,336.74
ADMINISTRA?O,FACULDADE DA ESCADA,PE,Escada,333.78
GEST? DE RECURSOS HUMANOS,Centro Universit?io Fanor Wyden,CE,Fortaleza,333.1
MATEM?TICA,FACULDADE DO MARANH?,MA,S? Lu?,332.5
PEDAGOGIA,FACULDADE MARIA MILZA,BA,Cruz das Almas,330.59
PEDAGOGIA,INSTITUTO SUPERIOR DE EDUCA?O DE CAJAZEIRAS,PB,Cajazeiras,326.81
NUTRI?O,Centro Universit?io Maur?io de Nassau de Salvador,BA,Salvador,325.61
MARKETING,"FACULDADE DE FILOSOFIA, CI?CIAS E LETRAS DE CAJAZEIRAS",PB,Cajazeiras,325.3
PEDAGOGIA,FACULDADE PIO D?IMO,SE,Aracaju,325.2
PEDAGOGIA,INSTITUTO DE EDUCA?O SUPERIOR RAIMUNDO S?,PI,Picos,324.44
PEDAGOGIA,FACULDADE DE CI?CIAS E TECNOLOGIA DA BAHIA,BA,Capim Grosso,323.4
CI?CIAS CONT?BEIS,Faculdade Pit?oras da Para?a,PB,Jo? Pessoa,321.2
MARKETING,FACULDADE PARA?O DO CEAR?,CE,Juazeiro do Norte,320.75
EDUCA?O F?ICA,Faculdade Unirb - Feira de Santana,BA,Alagoinhas,320.74
PEDAGOGIA,Centro Universit?io Joaquim Nabuco de Recife,PE,Recife,319.07
LETRAS - L?GUA PORTUGUESA,CENTRO UNIVERSIT?RIO JORGE AMADO,BA,Salvador,315.24
GEST? DE RECURSOS HUMANOS,FACULDADE DELTA,BA,Salvador,314.26
ADMINISTRA?O,FACULDADE JARDINS,SE,Aracaju,312.72
ADMINISTRA?O,FACULDADE H?IO ROCHA,BA,Salvador,312.39
PEDAGOGIA,FACULDADE CNEC ILHA DO GOVERNADOR,PB,Jo? Pessoa,309.81
CI?CIAS CONT?BEIS,CENTRO UNIVERSIT?RIO CHRISTUS,CE,Fortaleza,308.95
GEST? DA TECNOLOGIA DA INFORMA?O,FACULDADE DOM PEDRO II DE TECNOLOGIA,BA,Salvador,308.45
SISTEMAS PARA INTERNET,CENTRO UNIVERSIT?RIO DE JO? PESSOA,PB,Jo? Pessoa,306.9
SEGURAN? NO TRABALHO,"FACULDADE DE TECNOLOGIA, EDUCA?O SUPERIOR E PROFISSIONAL",PI,Teresina,306.55
REDES DE COMPUTADORES,CENTRO UNIVERSIT?RIO DE JO? PESSOA,PB,Jo? Pessoa,304.64
PEDAGOGIA,FACULDADE DE CI?CIAS HUMANAS DE OLINDA,PE,Olinda,304.56
EST?ICA E COSM?ICA,FACULDADE REGIONAL DE ALAGOINHAS,BA,Salvador,304.55
REDES DE COMPUTADORES,FACULDADE DE ADMINISTRA?O E NEG?IOS DE SERGIPE,SE,Aracaju,303.54
SISTEMAS DE INFORMA?O,FACUDADE IEDUCARE - FIED,CE,Tiangu?,303.25
SERVI? SOCIAL,Centro Universit?io Joaquim Nabuco de Recife,PE,Recife,301.47
SISTEMAS PARA INTERNET,FACULDADE DE TECNOLOGIA DA PARA?A,PB,Jo? Pessoa,300.85
ADMINISTRA?O,FACUDADE IEDUCARE - FIED,CE,Tiangu?,300.66
TURISMO,FACULDADE DO MARANH?,MA,S? Lu?,300.08
ADMINISTRA?O,FACULDADE DE ENSINO E CULTURA DO CEAR?,CE,Fortaleza,299.1
